,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keyword,is_duplicate,question_type,is_numeric_answer,question_length,answer_length
623,718,How do first years get from the Hogsmeade train station to the castle?,They take boats over the lake.,"['how', 'do', 'first', 'year', 'get', 'hogsmeade', 'train', 'station', 'castle']","['take', 'boat', 'lake']","['how', 'do', 'first', 'year', 'get', 'hogsmeade', 'train', 'station', 'castle', 'take', 'boat', 'lake']","['how', 'do']",False,EX,False,13,6
624,719,What are switching spells?,Simultaneous Transfigurations,"['what', 'be', 'switch', 'spell']","['simultaneous', 'transfiguration']","['what', 'be', 'switch', 'spell', 'simultaneous', 'transfiguration']",['what'],True,FR,False,4,2
625,720,What was the name of the Quidditch team on the sock Mrs. Weasley tries to give to Harry?,Puddlemere United,"['what', 'be', 'name', 'quidditch', 'team', 'sock', 'mr', 'weasley', 'try', 'give', 'harry']","['puddlemere', 'united']","['what', 'be', 'name', 'quidditch', 'team', 'sock', 'mr', 'weasley', 'try', 'give', 'harry', 'puddlemere', 'united']","['what', 'name']",False,FR,False,18,2
626,721,This one is a doozy. Name every ingredient contained in Polyjuice Potion. (Hint: There are seven.),"Lacewing flies, leeches, powdered Bicorn horn, knotgrass, fluxweed, shredded Boomslang skin, and a bit of the person you want to turn into.","['one', 'be', 'doozy', 'name', 'every', 'ingredient', 'contain', 'polyjuice', 'potion', 'hint', 'seven']","['lacewing', 'fly', 'leech', 'powder', 'bicorn', 'horn', 'knotgrass', 'fluxweed', 'shred', 'boomslang', 'skin', 'bit', 'person', 'want', 'turn']","['one', 'be', 'doozy', 'name', 'every', 'ingredient', 'contain', 'polyjuice', 'potion', 'hint', 'seven', 'lacewing', 'fly', 'leech', 'powder', 'bicorn', 'horn', 'knotgrass', 'fluxweed', 'shred', 'boomslang', 'skin', 'bit', 'person', 'want', 'turn']",['name'],False,FR,False,16,22
627,722,On which day do some staircases in Hogwarts Castle lead to somewhere different?,Friday,"['which', 'day', 'do', 'staircase', 'hogwarts', 'castle', 'lead', 'somewhere', 'different']",['friday'],"['which', 'day', 'do', 'staircase', 'hogwarts', 'castle', 'lead', 'somewhere', 'different', 'friday']","['which', 'do']",False,FR,False,13,1
628,723,Touching the trunk of a Wiggentree protects you from what?,Dark Creatures,"['touch', 'trunk', 'wiggentree', 'protect', 'what']","['dark', 'creature']","['touch', 'trunk', 'wiggentree', 'protect', 'what', 'dark', 'creature']",['what'],False,FR,False,10,2
629,724,Myomancy involves observation of which creatures?,Mice and rats,"['myomancy', 'involve', 'observation', 'which', 'creature']","['mouse', 'rat']","['myomancy', 'involve', 'observation', 'which', 'creature', 'mouse', 'rat']",['which'],False,FR,False,6,3
630,725,When was dragon-breeding outlawed?,Warlocks' Convention of 1709,"['when', 'be', 'dragonbreeding', 'outlaw']","['warlock', 'convention']","['when', 'be', 'dragonbreeding', 'outlaw', 'warlock', 'convention']",['when'],False,FR,False,5,4
631,726,What do I hate most of all?,Myths and Legends,"['what', 'do', 'hate']","['myth', 'legend']","['what', 'do', 'hate', 'myth', 'legend']","['what', 'do']",False,FR,False,7,3
632,728,What's another name for Belladonna?,Deadly Nightshade,"['whats', 'another', 'name', 'belladonna']","['deadly', 'nightshade']","['whats', 'another', 'name', 'belladonna', 'deadly', 'nightshade']","['name', 'whats']",False,FR,False,6,2
633,729,Many know that Gryffindor's ghost is Nearly Headless Nick. But what is his full name?,Sir Nicholas de Mimsy-Porpington.,"['many', 'know', 'gryffindors', 'ghost', 'be', 'nearly', 'headless', 'nick', 'what', 'full', 'name']","['sir', 'nicholas', 'de', 'mimsyporpington']","['many', 'know', 'gryffindors', 'ghost', 'be', 'nearly', 'headless', 'nick', 'what', 'full', 'name', 'sir', 'nicholas', 'de', 'mimsyporpington']","['what', 'name']",False,FR,False,16,5
634,730,What kind of pest repellant was Hagrid looking for when saw Harry in Knockturn Alley?,Flesh-Eating Slugs,"['what', 'kind', 'pest', 'repellant', 'be', 'hagrid', 'look', 'when', 'saw', 'harry', 'knockturn', 'alley']","['flesheating', 'slug']","['what', 'kind', 'pest', 'repellant', 'be', 'hagrid', 'look', 'when', 'saw', 'harry', 'knockturn', 'alley', 'flesheating', 'slug']","['what', 'when']",False,FR,False,15,3
635,731,What is the incantation for the tongue-tying curse?,Mimblewimble.,"['what', 'be', 'incantation', 'tonguetying', 'curse']",['mimblewimble'],"['what', 'be', 'incantation', 'tonguetying', 'curse', 'mimblewimble']",['what'],True,FR,False,9,1
636,732,Who slayed Bellatrix Lestrange?,Molly Weasley,"['who', 'slay', 'bellatrix', 'lestrange']","['molly', 'weasley']","['who', 'slay', 'bellatrix', 'lestrange', 'molly', 'weasley']",['who'],False,FR,False,4,2
637,733,"In the book version of Harry Potter and the Half-Blood Prince, who finds Harry on the Hogwarts Express after Malfoy breaks his nose and leaves him under the Invisibility Cloak?",Tonks,"['book', 'version', 'harry', 'potter', 'halfblood', 'prince', 'who', 'find', 'hogwarts', 'express', 'malfoy', 'break', 'nose', 'leaf', 'invisibility', 'cloak']",['tonks'],"['book', 'version', 'harry', 'potter', 'halfblood', 'prince', 'who', 'find', 'hogwarts', 'express', 'malfoy', 'break', 'nose', 'leaf', 'invisibility', 'cloak', 'tonks']",['who'],False,FR,False,31,1
638,734,What were the wizards who cooperated with the Muggles called?,Scourers.,"['what', 'be', 'wizard', 'who', 'cooperate', 'muggles', 'call']",['scourer'],"['what', 'be', 'wizard', 'who', 'cooperate', 'muggles', 'call', 'scourer']","['what', 'who']",False,FR,False,10,1
639,735,Which room did the members of Dumbledore's Army use as a hideout?,The Room of Requirement,"['which', 'room', 'do', 'member', 'dumbledores', 'army', 'use', 'hideout']","['room', 'requirement']","['which', 'room', 'do', 'member', 'dumbledores', 'army', 'use', 'hideout', 'requirement']","['which', 'do']",False,FR,False,13,4
640,736,When was Quidditch invented?,1050 AD,"['when', 'be', 'quidditch', 'invent']",['ad'],"['when', 'be', 'quidditch', 'invent', 'ad']",['when'],False,FR,False,4,2
641,737,What spellbook contains the Leg-Locker Curse?,Curses and Counter-Curses,"['what', 'spellbook', 'contain', 'leglocker', 'curse']","['curse', 'countercurses']","['what', 'spellbook', 'contain', 'leglocker', 'curse', 'countercurses']",['what'],False,FR,False,7,4
642,738,Who is Harry's godfather?,Sirius Black,"['who', 'be', 'harrys', 'godfather']","['sirius', 'black']","['who', 'be', 'harrys', 'godfather', 'sirius', 'black']",['who'],True,FR,False,5,2
643,739,What does Ginny say Ron has a tattoo of?,A Pygmy Puff,"['what', 'do', 'ginny', 'say', 'ron', 'have', 'tattoo']","['pygmy', 'puff']","['what', 'do', 'ginny', 'say', 'ron', 'have', 'tattoo', 'pygmy', 'puff']","['what', 'do', 'have']",True,FR,False,9,3
644,740,What form does Snape's patronus take?,Doe,"['what', 'form', 'do', 'snap', 'patronus', 'take']",['doe'],"['what', 'form', 'do', 'snap', 'patronus', 'take', 'doe']","['what', 'do']",True,FR,False,7,1
645,741,What's the name of the joke shop in Hogsmeade?,Zonko's,"['whats', 'name', 'joke', 'shop', 'hogsmeade']",['zonkos'],"['whats', 'name', 'joke', 'shop', 'hogsmeade', 'zonkos']","['name', 'whats']",False,FR,False,10,2
646,742,What subject foes Headmistress McGonagall teach?,Transfiguration,"['what', 'subject', 'foes', 'headmistress', 'mcgonagall', 'teach']",['transfiguration'],"['what', 'subject', 'foes', 'headmistress', 'mcgonagall', 'teach', 'transfiguration']",['what'],True,FR,False,6,1
647,743,"What is the name of the Hogwarts house known for its ambition, cunning, and resourcefulness?",Slytherin,"['what', 'be', 'name', 'hogwarts', 'house', 'know', 'ambition', 'cunning', 'resourcefulness']",['slytherin'],"['what', 'be', 'name', 'hogwarts', 'house', 'know', 'ambition', 'cunning', 'resourcefulness', 'slytherin']","['what', 'name']",False,FR,False,15,1
648,744,What year do Hogwarts students take O.W.L.s?,Fifth year,"['what', 'year', 'do', 'hogwarts', 'student', 'take', 'owl']","['fifth', 'year']","['what', 'year', 'do', 'hogwarts', 'student', 'take', 'owl', 'fifth']","['what', 'do']",False,FR,False,10,2
649,745,What family does Winky the house-elf belong to before working at Hogwarts?,The Crouch family,"['what', 'family', 'do', 'winky', 'houseelf', 'belong', 'work', 'hogwarts']","['crouch', 'family']","['what', 'family', 'do', 'winky', 'houseelf', 'belong', 'work', 'hogwarts', 'crouch']","['what', 'do']",False,FR,False,13,3
650,746,What non-human species practices Divination?,Centaurs,"['what', 'nonhuman', 'species', 'practice', 'divination']",['centaur'],"['what', 'nonhuman', 'species', 'practice', 'divination', 'centaur']",['what'],False,FR,False,6,1
651,747,What differentiates Knarls from hedgehogs?,Their suspicious nature,"['what', 'differentiate', 'knarls', 'hedgehog']","['suspicious', 'nature']","['what', 'differentiate', 'knarls', 'hedgehog', 'suspicious', 'nature']",['what'],False,FR,False,5,3
652,748,Which Ghost haunts the Girls' Bathroom at Hogwarts?,"""Moaning"" Myrtle Warren","['which', 'ghost', 'haunt', 'girls', 'bathroom', 'hogwarts']","['moan', 'myrtle', 'warren']","['which', 'ghost', 'haunt', 'girls', 'bathroom', 'hogwarts', 'moan', 'myrtle', 'warren']",['which'],False,FR,False,8,3
653,749,"Who is NOT in Slytherin: Lavender Brown, Pansy Parkinson, Blaise Zabini, or Gregory Goyle?",Lavender Brown,"['who', 'be', 'slytherin', 'lavender', 'brown', 'pansy', 'parkinson', 'blaise', 'zabini', 'gregory', 'goyle']","['lavender', 'brown']","['who', 'be', 'slytherin', 'lavender', 'brown', 'pansy', 'parkinson', 'blaise', 'zabini', 'gregory', 'goyle']",['who'],False,MCQ,False,14,2
654,750,What are Nettles known for?,Stinging Hairs,"['what', 'be', 'nettle', 'know']","['sting', 'hair']","['what', 'be', 'nettle', 'know', 'sting', 'hair']",['what'],True,FR,False,5,2
655,751,What does Harry do to impress Professor McGonagall enough that she gets him on the Gryffindor Quidditch team?,Catches Neville Longbottom’s Remembrall,"['what', 'do', 'harry', 'impress', 'professor', 'mcgonagall', 'enough', 'get', 'gryffindor', 'quidditch', 'team']","['catch', 'neville', 'longbottoms', 'remembrall']","['what', 'do', 'harry', 'impress', 'professor', 'mcgonagall', 'enough', 'get', 'gryffindor', 'quidditch', 'team', 'catch', 'neville', 'longbottoms', 'remembrall']","['what', 'do']",False,FR,False,18,5
656,752,Who is Harry Potter's godfather?,Sirius Black,"['who', 'be', 'harry', 'potter', 'godfather']","['sirius', 'black']","['who', 'be', 'harry', 'potter', 'godfather', 'sirius', 'black']",['who'],True,FR,False,6,2
657,753,What is the effect of Wideye Potion?,Keeps you awake,"['what', 'be', 'effect', 'wideye', 'potion']","['keep', 'awake']","['what', 'be', 'effect', 'wideye', 'potion', 'keep', 'awake']",['what'],False,FR,False,7,3
658,754,When did Godric's fellow founders and Godric found Hogwarts?,10th Century,"['when', 'do', 'godrics', 'fellow', 'founder', 'godric', 'find', 'hogwarts']","['th', 'century']","['when', 'do', 'godrics', 'fellow', 'founder', 'godric', 'find', 'hogwarts', 'th', 'century']","['when', 'do']",True,FR,False,10,2
659,755,Remus Lupin was known to his friends by what nickname?,Moony,"['remus', 'lupin', 'be', 'know', 'friend', 'what', 'nickname']",['moony'],"['remus', 'lupin', 'be', 'know', 'friend', 'what', 'nickname', 'moony']",['what'],False,FR,False,10,1
660,756,What is the best way to extract juice from the Sopophorous Bean?,Crush it,"['what', 'be', 'best', 'way', 'extract', 'juice', 'sopophorous', 'bean']",['crush'],"['what', 'be', 'best', 'way', 'extract', 'juice', 'sopophorous', 'bean', 'crush']",['what'],False,FR,False,12,2
661,757,What do aurors do?,Catch dark wizards.,"['what', 'do', 'aurors']","['catch', 'dark', 'wizard']","['what', 'do', 'aurors', 'catch', 'dark', 'wizard']","['what', 'do']",False,FR,False,4,3
662,758,Which clause in the Code of Wand Use prohibits non-humans from using wands?,Clause Three,"['which', 'clause', 'code', 'wand', 'use', 'prohibits', 'nonhumans']","['clause', 'three']","['which', 'clause', 'code', 'wand', 'use', 'prohibits', 'nonhumans', 'three']",['which'],False,FR,False,14,2
663,760,Who is the Charms professor?,Professor Flitwick,"['who', 'be', 'charm', 'professor']","['professor', 'flitwick']","['who', 'be', 'charm', 'professor', 'flitwick']",['who'],False,FR,False,5,2
664,761,Which trait did Helga Hufflepuff value the most?,Loyalty,"['which', 'trait', 'do', 'helga', 'hufflepuff', 'value']",['loyalty'],"['which', 'trait', 'do', 'helga', 'hufflepuff', 'value', 'loyalty']","['which', 'do']",False,FR,False,8,1
665,762,The Vermillious charm produces what colour sparks?,Red,"['vermillious', 'charm', 'produce', 'what', 'colour', 'spark']",['red'],"['vermillious', 'charm', 'produce', 'what', 'colour', 'spark', 'red']",['what'],False,FR,False,7,1
666,764,Porlocks guard herds of what non-magical creatures?,Horses,"['porlocks', 'guard', 'herd', 'what', 'nonmagical', 'creature']",['horse'],"['porlocks', 'guard', 'herd', 'what', 'nonmagical', 'creature', 'horse']",['what'],False,FR,False,8,1
667,765,What is the primary use of the charm Scourgify?,Cleaning,"['what', 'be', 'primary', 'use', 'charm', 'scourgify']",['cleaning'],"['what', 'be', 'primary', 'use', 'charm', 'scourgify', 'cleaning']",['what'],False,FR,False,9,1
668,766,What's the most unfun job at Hogwarts?,Caretaker,"['whats', 'unfun', 'job', 'hogwarts']",['caretaker'],"['whats', 'unfun', 'job', 'hogwarts', 'caretaker']",['whats'],False,FR,False,8,1
669,767,What is the primary use of Murtlap essence?,Soothing wounds,"['what', 'be', 'primary', 'use', 'murtlap', 'essence']","['soothe', 'wound']","['what', 'be', 'primary', 'use', 'murtlap', 'essence', 'soothe', 'wound']",['what'],False,FR,False,8,2
670,768,Which species commandeered the Giant Wars?,Giants,"['which', 'specie', 'commandeer', 'giant', 'war']",['giant'],"['which', 'specie', 'commandeer', 'giant', 'war']",['which'],False,FR,False,6,1
671,769,What plant helps you breathe underwater?,Gillyweed,"['what', 'plant', 'help', 'breathe', 'underwater']",['gillyweed'],"['what', 'plant', 'help', 'breathe', 'underwater', 'gillyweed']",['what'],True,FR,False,6,1
672,770,Which sub-branch of Transfiguration is considered to be the most difficult?,Human Transfiguration,"['which', 'subbranch', 'transfiguration', 'be', 'consider', 'difficult']","['human', 'transfiguration']","['which', 'subbranch', 'transfiguration', 'be', 'consider', 'difficult', 'human']",['which'],False,FR,False,12,2
673,772,What creature was the Golden Snitch invented to replace?,Golden Snidget,"['what', 'creature', 'be', 'golden', 'snitch', 'invent', 'replace']","['golden', 'snidget']","['what', 'creature', 'be', 'golden', 'snitch', 'invent', 'replace', 'snidget']",['what'],True,FR,False,9,2
674,773,Who was the first witch or wizard to hatch a basilisk?,Herpo the Foul,"['who', 'be', 'first', 'witch', 'wizard', 'hatch', 'basilisk']","['herpo', 'foul']","['who', 'be', 'first', 'witch', 'wizard', 'hatch', 'basilisk', 'herpo', 'foul']",['who'],False,FR,False,11,3
675,774,"What kind of creature is Newt's companion, Pickett?",Bowtruckle,"['what', 'kind', 'creature', 'be', 'newts', 'companion', 'pickett']",['bowtruckle'],"['what', 'kind', 'creature', 'be', 'newts', 'companion', 'pickett', 'bowtruckle']",['what'],False,FR,False,9,1
676,775,How old are students when they first attend Hogwarts?,11-years-old,"['how', 'old', 'be', 'student', 'when', 'first', 'attend', 'hogwarts']",['yearsold'],"['how', 'old', 'be', 'student', 'when', 'first', 'attend', 'hogwarts', 'yearsold']","['when', 'how']",False,FR,False,9,3
677,776,What is the incantation for the Shield Charm?,Protego,"['what', 'be', 'incantation', 'shield', 'charm']",['protego'],"['what', 'be', 'incantation', 'shield', 'charm', 'protego']",['what'],False,FR,False,8,1
678,777,Where did Emeric the Evil spend most of his life?,England,"['where', 'do', 'emeric', 'evil', 'spend', 'life']",['england'],"['where', 'do', 'emeric', 'evil', 'spend', 'life', 'england']","['where', 'do']",False,FR,False,10,1
679,778,Which Quidditch team only has female players?,Holyhead Harpies,"['which', 'quidditch', 'team', 'have', 'female', 'player']","['holyhead', 'harpy']","['which', 'quidditch', 'team', 'have', 'female', 'player', 'holyhead', 'harpy']","['which', 'have']",False,FR,False,7,2
680,779,The Pack Charm is what type of charm?,Household Charm,"['pack', 'charm', 'be', 'what', 'type']","['household', 'charm']","['pack', 'charm', 'be', 'what', 'type', 'household']",['what'],False,FR,False,8,2
681,780,Which incantation can levitate an object?,Wingardium Leviosa,"['which', 'incantation', 'can', 'levitate', 'object']","['wingardium', 'leviosa']","['which', 'incantation', 'can', 'levitate', 'object', 'wingardium', 'leviosa']","['which', 'can']",False,FR,False,6,2
