,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword
615,615,Which Minister of Magic resigned following the goblin rebellion of 1752?,Albert Boot,['which' 'minister' 'magic' 'resign' 'follow' 'goblin' 'rebellion' '1752'],['albert' 'boot'],"['which' 'minister' 'magic' 'resign' 'follow' 'goblin' 'rebellion' '1752'
 'albert' 'boot']",['which'],which
616,616,What is the incantation for the Tongue-Tying Curse?,Mimblewimble,['what' 'be' 'incantation' 'tongue' 'tie' 'curse'],['mimblewimble'],['what' 'be' 'incantation' 'tongue' 'tie' 'curse' 'mimblewimble'],['what' 'be'],what
617,617,What is the name of the street where the Dursleys live?,Privet Drive,['what' 'be' 'name' 'street' 'where' 'dursleys' 'live'],['privet' 'drive'],['what' 'be' 'name' 'street' 'where' 'dursleys' 'live' 'privet' 'drive'],['what' 'be' 'name' 'where'],what
618,618,"When Harry, Ron and Hermione make Polyjuice Potion, who steals the ingredients from Professor Snape’s office?",Hermione,"['when' 'harry' 'ron' 'hermione' 'make' 'polyjuice' 'potion' 'who' 'steal'
 'ingredient' 'professor' 'snape' 'office']",['hermione'],"['when' 'harry' 'ron' 'hermione' 'make' 'polyjuice' 'potion' 'who' 'steal'
 'ingredient' 'professor' 'snape' 'office']",['when' 'who'],when
619,619,Which potion causes the drinker to speak nonsense?,Babbling Beverage,['which' 'potion' 'cause' 'drinker' 'speak' 'nonsense'],['babbling' 'beverage'],"['which' 'potion' 'cause' 'drinker' 'speak' 'nonsense' 'babbling'
 'beverage']",['which'],which
620,620,"What does Uncle Vernon’s sister, Marge Dursley, do for a living?",Breeds bulldogs,['what' 'do' 'uncle' 'vernon' 'sister' 'marge' 'dursley' 'living'],['breed' 'bulldog'],"['what' 'do' 'uncle' 'vernon' 'sister' 'marge' 'dursley' 'living' 'breed'
 'bulldog']",['what' 'do'],what
621,621,How many Deathly Hallows did Albus Dumbledore possess?,Three,['how' 'many' 'deathly' 'hallows' 'do' 'albus' 'dumbledore' 'possess'],['three'],"['how' 'many' 'deathly' 'hallows' 'do' 'albus' 'dumbledore' 'possess'
 'three']",['how' 'do'],how
622,622,What is another name for the Alihotsy tree?,The hyena tree.,['what' 'be' 'another' 'name' 'alihotsy' 'tree'],['hyena' 'tree'],['what' 'be' 'another' 'name' 'alihotsy' 'tree' 'hyena'],['what' 'be' 'name'],what
623,623,What was Harry Potter's middle name?,James,['what' 'be' 'harry' 'potter' 'middle' 'name'],['james'],['what' 'be' 'harry' 'potter' 'middle' 'name' 'james'],['what' 'be' 'name'],what
624,624,What was Elfric the Eager responsible for?,An uprising.,['what' 'be' 'elfric' 'eager' 'responsible'],['uprising'],['what' 'be' 'elfric' 'eager' 'responsible' 'uprising'],['what' 'be'],what
625,625,Which of the plants is prone to slapping people in the face?,Bouncing Bulbs,['which' 'plant' 'be' 'prone' 'slap' 'people' 'face'],['bounce' 'bulb'],['which' 'plant' 'be' 'prone' 'slap' 'people' 'face' 'bounce' 'bulb'],['which' 'be'],which
626,626,The charm Descendo can make a targeted object do what?,Lower,['charm' 'descendo' 'can' 'make' 'targeted' 'object' 'do' 'what'],['low'],['charm' 'descendo' 'can' 'make' 'targeted' 'object' 'do' 'what' 'low'],['can' 'do' 'what'],what
627,627,And how does Parvati defeat it?,"In the book, the mummy trips on its wrappings. In the movie, it turns into a giant jack-in-the-box (arguably no less scary).",['how' 'do' 'parvati' 'defeat'],"['book' 'mummy' 'trip' 'wrapping' 'movie' 'turn' 'giant' 'jack' 'box'
 'arguably' 'no' 'less' 'scary']","['how' 'do' 'parvati' 'defeat' 'book' 'mummy' 'trip' 'wrapping' 'movie'
 'turn' 'giant' 'jack' 'box' 'arguably' 'no' 'less' 'scary']",['how' 'do'],how
628,628,Where did Hermione hold the first meeting for students interested in joining Dumbledore's Army?,The Hog's Head,"['where' 'do' 'hermione' 'hold' 'first' 'meeting' 'student' 'interested'
 'join' 'dumbledore' 'army']",['hog' 'head'],"['where' 'do' 'hermione' 'hold' 'first' 'meeting' 'student' 'interested'
 'join' 'dumbledore' 'army' 'hog' 'head']",['where' 'do'],where
629,629,How is Bellatrix related to Tonks?,Tonks is Bellatrix's niece.,['how' 'be' 'bellatrix' 'relate' 'tonks'],['tonks' 'be' 'bellatrix' 'niece'],['how' 'be' 'bellatrix' 'relate' 'tonks' 'niece'],['how' 'be'],how
630,630,Where do monks grow gravity-resistant trees?,Nepal,['where' 'do' 'monk' 'grow' 'gravity' 'resistant' 'tree'],['nepal'],['where' 'do' 'monk' 'grow' 'gravity' 'resistant' 'tree' 'nepal'],['where' 'do'],where
631,631,What is the brand of magic that deals with altering the form or appearance of an object?,Transfiguration,['what' 'be' 'brand' 'magic' 'deal' 'alter' 'form' 'appearance' 'object'],['transfiguration'],"['what' 'be' 'brand' 'magic' 'deal' 'alter' 'form' 'appearance' 'object'
 'transfiguration']",['what' 'be'],what
632,632,"In our first Transfiguration class, Professor McGonagall showed us a Transfigured cauldron. The cauldron was sporting what strange feature?",Cat ears,"['first' 'transfiguration' 'class' 'professor' 'mcgonagall' 'show'
 'transfigured' 'cauldron' 'be' 'sport' 'what' 'strange' 'feature']",['cat' 'ear'],"['first' 'transfiguration' 'class' 'professor' 'mcgonagall' 'show'
 'transfigured' 'cauldron' 'be' 'sport' 'what' 'strange' 'feature' 'cat'
 'ear']",['be' 'what'],what
633,633,Who wrote Unfogging the Future?,Cassandra Vablatsky,['who' 'write' 'unfogging' 'future'],['cassandra' 'vablatsky'],['who' 'write' 'unfogging' 'future' 'cassandra' 'vablatsky'],['who'],who
634,634,Who was expelled from Hufflepuff House?,Newt Scamander,['who' 'be' 'expel' 'hufflepuff' 'house'],['newt' 'scamander'],['who' 'be' 'expel' 'hufflepuff' 'house' 'newt' 'scamander'],['who' 'be'],who
635,635,"This one is a two-parter. Where does Vernon Dursley work, and what does the company produce?","Grunnings, a drill manufacturer.","['one' 'be' 'two' 'parter' 'where' 'do' 'vernon' 'dursley' 'work' 'what'
 'company' 'produce']",['grunnings' 'drill' 'manufacturer'],"['one' 'be' 'two' 'parter' 'where' 'do' 'vernon' 'dursley' 'work' 'what'
 'company' 'produce' 'grunnings' 'drill' 'manufacturer']",['be' 'where' 'do' 'what'],where
636,636,Which of the following would be the easiest Transfiguration?,Porcupine to Pincushion,['which' 'follow' 'would' 'be' 'easy' 'transfiguration'],['porcupine' 'pincushion'],"['which' 'follow' 'would' 'be' 'easy' 'transfiguration' 'porcupine'
 'pincushion']",['which' 'would' 'be'],which
637,637,What's the best use for the Talirek Twirl?,Evading Bludgers.,['what' 'best' 'use' 'talirek' 'twirl'],['evade' 'bludgers'],['what' 'best' 'use' 'talirek' 'twirl' 'evade' 'bludgers'],['what'],what
638,638,Who wrote Magical Draughts and Potions?,Arsenius Jigger,['who' 'write' 'magical' 'draught' 'potion'],['arsenius' 'jigger'],['who' 'write' 'magical' 'draught' 'potion' 'arsenius' 'jigger'],['who'],who
639,639,What is Ginny's full name?,Ginevra Weasley,['what' 'be' 'ginny' 'full' 'name'],['ginevra' 'weasley'],['what' 'be' 'ginny' 'full' 'name' 'ginevra' 'weasley'],['what' 'be' 'name'],what
640,640,This topic will be included on what exam?,The N.E.W.T.S.,['topic' 'be' 'include' 'what' 'exam'],[],['topic' 'be' 'include' 'what' 'exam'],['be' 'what'],what
641,641,What class does Professor Vector teach?,Arithmancy,['what' 'class' 'do' 'professor' 'vector' 'teach'],['arithmancy'],['what' 'class' 'do' 'professor' 'vector' 'teach' 'arithmancy'],['what' 'do'],what
642,642,What purpose does the Cough Potion serve?,Cures a cough,['what' 'purpose' 'do' 'cough' 'potion' 'serve'],['cure' 'cough'],['what' 'purpose' 'do' 'cough' 'potion' 'serve' 'cure'],['what' 'do'],what
643,643,What does solitary 'X' classification mean?,Boring,['what' 'do' 'solitary' 'classification' 'mean'],['boring'],['what' 'do' 'solitary' 'classification' 'mean' 'boring'],['what' 'do'],what
644,644,What incantation makes an object waterproof?,Impervius,['what' 'incantation' 'make' 'object' 'waterproof'],['impervius'],['what' 'incantation' 'make' 'object' 'waterproof' 'impervius'],['what'],what
645,645,Which of these spells would be most useful as an attack?,Engorgio,['which' 'spell' 'would' 'be' 'useful' 'attack'],['engorgio'],['which' 'spell' 'would' 'be' 'useful' 'attack' 'engorgio'],['which' 'would' 'be'],which
646,646,What do you say to summon a broom to your hand?,Up,['what' 'do' 'say' 'summon' 'broom' 'hand'],[],['what' 'do' 'say' 'summon' 'broom' 'hand'],['what' 'do'],what
647,647,"On what date do the Weasleys rescue Harry from number four, Privet Drive?","July 31—his birthday, of course!","['what' 'date' 'do' 'weasleys' 'rescue' 'harry' 'number' 'four' 'privet'
 'drive']",['july' '31' 'birthday' 'course'],"['what' 'date' 'do' 'weasleys' 'rescue' 'harry' 'number' 'four' 'privet'
 'drive' 'july' '31' 'birthday' 'course']",['what' 'do'],what
648,648,What is the name of the Black family's house-elf?,Kreacher,['what' 'be' 'name' 'black' 'family' 'house' 'elf'],['kreacher'],['what' 'be' 'name' 'black' 'family' 'house' 'elf' 'kreacher'],['what' 'be' 'name'],what
649,649,Who is the Potions Master at Hogwarts?,Severus Snape,['who' 'be' 'potion' 'master' 'hogwarts'],['severus' 'snape'],['who' 'be' 'potion' 'master' 'hogwarts' 'severus' 'snape'],['who' 'be'],who
650,650,Cedric Diggory let Harry use the prefect's bathroom in The Goblet of Fire. What man's statue is next to the lavatory entrance?,Boris the Bewildered,"['cedric' 'diggory' 'let' 'harry' 'use' 'prefect' 'bathroom' 'goblet'
 'fire' 'what' 'man' 'statue' 'be' 'next' 'lavatory' 'entrance']",['boris' 'bewildered'],"['cedric' 'diggory' 'let' 'harry' 'use' 'prefect' 'bathroom' 'goblet'
 'fire' 'what' 'man' 'statue' 'be' 'next' 'lavatory' 'entrance' 'boris'
 'bewildered']",['what' 'be'],what
651,651,Is it safe to drink water conjured by Aguamenti?,"Yes, it's safe to drink.",['be' 'safe' 'drink' 'water' 'conjure' 'aguamenti'],['yes' 'safe' 'drink'],['be' 'safe' 'drink' 'water' 'conjure' 'aguamenti' 'yes'],['be'],be
652,652,Arresto Momentum was originally developed for what purpose?,Slowing a Falling Quaffle,['arresto' 'momentum' 'be' 'originally' 'develop' 'what' 'purpose'],['slow' 'fall' 'quaffle'],"['arresto' 'momentum' 'be' 'originally' 'develop' 'what' 'purpose' 'slow'
 'fall' 'quaffle']",['be' 'what'],what
653,653,What is used in Xylomancy?,Twigs,['what' 'be' 'use' 'xylomancy'],['twig'],['what' 'be' 'use' 'xylomancy' 'twig'],['what' 'be'],what
654,654,What’s the name of Hagrid’s half-brother?,Grawp,['what' 'name' 'hagrid' 'half' 'brother'],['grawp'],['what' 'name' 'hagrid' 'half' 'brother' 'grawp'],['what' 'name'],what
655,655,What is the platform at King's Cross Station where Hogwarts students catch the Hogwarts Express called?,Platform 9 ¾,"['what' 'be' 'platform' 'king' 'cross' 'station' 'where' 'hogwarts'
 'student' 'catch' 'express' 'call']",['platform'],"['what' 'be' 'platform' 'king' 'cross' 'station' 'where' 'hogwarts'
 'student' 'catch' 'express' 'call']",['what' 'be' 'where'],what
656,656,When was Ollivanders founded?,382 BC,['when' 'be' 'ollivanders' 'found'],['382' 'bc'],['when' 'be' 'ollivanders' 'found' '382' 'bc'],['when' 'be'],when
657,657,When was He Who Must Not Be Named defeated?,Halloween,['when' 'be' 'who' 'must' 'name' 'defeated'],['halloween'],['when' 'be' 'who' 'must' 'name' 'defeated' 'halloween'],['when' 'be' 'who' 'name'],when
658,658,What are all Warlock conventions?,Important,['what' 'be' 'warlock' 'convention'],['important'],['what' 'be' 'warlock' 'convention' 'important'],['what' 'be'],what
659,659,What does Harry name his children?,"James Sirius, Albus Severus, and Lily Luna",['what' 'do' 'harry' 'name' 'child'],['james' 'sirius' 'albus' 'severus' 'lily' 'luna'],"['what' 'do' 'harry' 'name' 'child' 'james' 'sirius' 'albus' 'severus'
 'lily' 'luna']",['what' 'do' 'name'],what
660,660,What creature is known for guarding Gringotts Bank?,Dragons,['what' 'creature' 'be' 'know' 'guard' 'gringotts' 'bank'],['dragon'],['what' 'creature' 'be' 'know' 'guard' 'gringotts' 'bank' 'dragon'],['what' 'be'],what
661,661,Which creature was used in Quidditch before being replaced by the Golden Snitch?,Golden Snidget,['which' 'creature' 'be' 'use' 'quidditch' 'replace' 'golden' 'snitch'],['golden' 'snidget'],"['which' 'creature' 'be' 'use' 'quidditch' 'replace' 'golden' 'snitch'
 'snidget']",['which' 'be'],which
662,662,Where is the entrance to the Chamber of Secrets?,"In the second-floor girl's bathroom, also known as Moaning Myrtle's bathroom.",['where' 'be' 'entrance' 'chamber' 'secret'],['second' 'floor' 'girl' 'bathroom' 'also' 'know' 'moan' 'myrtle'],"['where' 'be' 'entrance' 'chamber' 'secret' 'second' 'floor' 'girl'
 'bathroom' 'also' 'know' 'moan' 'myrtle']",['where' 'be'],where
663,663,Which type of transfiguration is employed in this lesson?,Transformation,['which' 'type' 'transfiguration' 'be' 'employ' 'lesson'],['transformation'],['which' 'type' 'transfiguration' 'be' 'employ' 'lesson' 'transformation'],['which' 'be'],which
664,664,"In the movie, what sound does Ron make after eating a magical candy?",A lion’s roar,['movie' 'what' 'sound' 'do' 'ron' 'make' 'eat' 'magical' 'candy'],['lion' 'roar'],"['movie' 'what' 'sound' 'do' 'ron' 'make' 'eat' 'magical' 'candy' 'lion'
 'roar']",['what' 'do'],what
665,665,What color is Hagrid's umbrella?,Pink,['what' 'color' 'be' 'hagrid' 'umbrella'],['pink'],['what' 'color' 'be' 'hagrid' 'umbrella' 'pink'],['what' 'be'],what
666,666,What does the Impediment Jinx do?,Temporarily Slows a Target,['what' 'do' 'impediment' 'jinx'],['temporarily' 'slow' 'target'],['what' 'do' 'impediment' 'jinx' 'temporarily' 'slow' 'target'],['what' 'do'],what
667,667,What is the Bubotuber pus used for?,Clearing up acne,['what' 'be' 'bubotuber' 'pu' 'use'],['clear' 'acne'],['what' 'be' 'bubotuber' 'pu' 'use' 'clear' 'acne'],['what' 'be'],what
668,668,Who was the original owner of the Sorting Hat?,Godric Gryffindor,['who' 'be' 'original' 'owner' 'sorting' 'hat'],['godric' 'gryffindor'],['who' 'be' 'original' 'owner' 'sorting' 'hat' 'godric' 'gryffindor'],['who' 'be'],who
669,669,What does Harry do when he grows up?,He works as an Auror for the Ministry of Magic.,['what' 'do' 'harry' 'when' 'grow'],['work' 'auror' 'ministry' 'magic'],['what' 'do' 'harry' 'when' 'grow' 'work' 'auror' 'ministry' 'magic'],['what' 'do' 'when'],what
670,670,Which is the exciting moment in the book that is cut out of the movie?,Gryffindor winning the Quidditch Cup,['which' 'be' 'exciting' 'moment' 'book' 'cut' 'movie'],['gryffindor' 'win' 'quidditch' 'cup'],"['which' 'be' 'exciting' 'moment' 'book' 'cut' 'movie' 'gryffindor' 'win'
 'quidditch' 'cup']",['which' 'be'],which
671,671,Which Wizarding World publication contains series about the Crumple-Horned Snorkack?,The Quibbler,"['which' 'wizarding' 'world' 'publication' 'contain' 'series' 'crumple'
 'horn' 'snorkack']",['quibbler'],"['which' 'wizarding' 'world' 'publication' 'contain' 'series' 'crumple'
 'horn' 'snorkack' 'quibbler']",['which'],which
672,672,Harry is known for his talents in Quidditch. What is the max speed for a Firebolt broomstick?,150 mph.,"['harry' 'be' 'know' 'talent' 'quidditch' 'what' 'max' 'speed' 'firebolt'
 'broomstick']",['150' 'mph'],"['harry' 'be' 'know' 'talent' 'quidditch' 'what' 'max' 'speed' 'firebolt'
 'broomstick' '150' 'mph']",['be' 'what'],what
673,673,Why does Neville Longbottom faint in Herbology class?,"His earmuffs were loose, so he heard the cry of the baby mandrake.",['why' 'do' 'neville' 'longbottom' 'faint' 'herbology' 'class'],['earmuff' 'be' 'loose' 'hear' 'cry' 'baby' 'mandrake'],"['why' 'do' 'neville' 'longbottom' 'faint' 'herbology' 'class' 'earmuff'
 'be' 'loose' 'hear' 'cry' 'baby' 'mandrake']",['why' 'do'],why
674,674,Where’s Peeves favorite place to swim?,Boys’ ground floor toilets,['where' 'peeve' 'favorite' 'place' 'swim'],['boy' 'ground' 'floor' 'toilet'],['where' 'peeve' 'favorite' 'place' 'swim' 'boy' 'ground' 'floor' 'toilet'],['where'],where
675,675,What does the reductor curse do?,Blasts objects into pieces.,['what' 'do' 'reductor' 'curse'],['blast' 'object' 'piece'],['what' 'do' 'reductor' 'curse' 'blast' 'object' 'piece'],['what' 'do'],what
676,676,Can the Extinguishing Charm be used to put out dragon fire?,"Yes, it can.",['can' 'extinguishing' 'charm' 'be' 'use' 'put' 'dragon' 'fire'],['yes' 'can'],['can' 'extinguishing' 'charm' 'be' 'use' 'put' 'dragon' 'fire' 'yes'],['can' 'be'],can
677,677,In which of these scenarios would you use Cistem Aperio?,Blasting Open a Locked Trunk,['which' 'scenario' 'would' 'use' 'cistem' 'aperio'],['blast' 'open' 'locked' 'trunk'],"['which' 'scenario' 'would' 'use' 'cistem' 'aperio' 'blast' 'open'
 'locked' 'trunk']",['which' 'would'],which
678,678,What does 'Avis' conjure?,Birds,['what' 'do' 'avis' 'conjure'],['bird'],['what' 'do' 'avis' 'conjure' 'bird'],['what' 'do'],what
679,679,The Broom Casting technique enables one to do what while flying?,Cast spells.,['broom' 'casting' 'technique' 'enable' 'one' 'do' 'what' 'fly'],['cast' 'spell'],"['broom' 'casting' 'technique' 'enable' 'one' 'do' 'what' 'fly' 'cast'
 'spell']",['do' 'what'],what
680,680,"What does Glumbubles treacle induce, if ingested?",Melancholy.,['what' 'do' 'glumbubles' 'treacle' 'induce' 'ingest'],['melancholy'],['what' 'do' 'glumbubles' 'treacle' 'induce' 'ingest' 'melancholy'],['what' 'do'],what
681,681,Who is the second Peverell brother?,Cadmus Peverell,['who' 'be' 'second' 'peverell' 'brother'],['cadmus' 'peverell'],['who' 'be' 'second' 'peverell' 'brother' 'cadmus'],['who' 'be'],who
682,682,Who wrote A History of Magic?,Bathilda Bagshot,['who' 'write' 'history' 'magic'],['bathilda' 'bagshot'],['who' 'write' 'history' 'magic' 'bathilda' 'bagshot'],['who'],who
683,683,What is Gilderoy Lockhart’s autobiography called?,Magical Me,['what' 'be' 'gilderoy' 'lockhart' 'autobiography' 'call'],['magical'],['what' 'be' 'gilderoy' 'lockhart' 'autobiography' 'call' 'magical'],['what' 'be'],what
684,684,What animal did Ginny joke that Ron had tattooed on his body?,Pygmy Puff,['what' 'animal' 'do' 'ginny' 'joke' 'ron' 'have' 'tattoo' 'body'],['pygmy' 'puff'],"['what' 'animal' 'do' 'ginny' 'joke' 'ron' 'have' 'tattoo' 'body' 'pygmy'
 'puff']",['what' 'do' 'have'],what
685,685,Who is the author of 'Curses and Counter-Curses'?,Vindictus Viridian,['who' 'be' 'author' 'curse' 'counter'],['vindictus' 'viridian'],['who' 'be' 'author' 'curse' 'counter' 'vindictus' 'viridian'],['who' 'be'],who
686,686,How many players are on a Quidditch team?,Seven,['how' 'many' 'player' 'be' 'quidditch' 'team'],['seven'],['how' 'many' 'player' 'be' 'quidditch' 'team' 'seven'],['how' 'be'],how
