,original_question_id,question,answer,question tokens,answer tokens,combined_unique_tokens,interrogative_keywords,main_keyword,question_length,answer_length,question_type,answer_type
612,1138,"According to Madam Hooch, which of the following increases your chances of falling to your death: A long, flowing cloak, Flying in heavy rain, Long hair, or An untrimmed broom tail?",Long hair,"['accord', 'madam', 'hooch', 'which', 'following', 'increase', 'chance', 'fall', 'death', 'long', 'flowing', 'cloak', 'fly', 'heavy', 'rain', 'hair', 'untrimmed', 'broom', 'tail']","['long', 'hair']","['accord', 'madam', 'hooch', 'which', 'following', 'increase', 'chance', 'fall', 'death', 'long', 'flowing', 'cloak', 'fly', 'heavy', 'rain', 'hair', 'untrimmed', 'broom', 'tail']",['which'],which,31,2,MCQ,text
613,1139,"Which of these spells can summon an object: Accio, Alohomora, Engorgio, or Mobilicorpus?",Accio,"['which', 'spell', 'can', 'summon', 'object', 'accio', 'alohomora', 'engorgio', 'mobilicorpus']",['accio'],"['which', 'spell', 'can', 'summon', 'object', 'accio', 'alohomora', 'engorgio', 'mobilicorpus']","['which', 'can']",which,13,1,MCQ,text
614,1140,"Which one of the following is not a founder of Hogwarts: Godric Gryffindor, Salazar Slytherin, Helena Ravenclaw, or Helga Hufflepuff?",Helena Ravenclaw,"['which', 'one', 'following', 'be', 'founder', 'hogwarts', 'godric', 'gryffindor', 'salazar', 'slytherin', 'helena', 'ravenclaw', 'helga', 'hufflepuff']","['helena', 'ravenclaw']","['which', 'one', 'following', 'be', 'founder', 'hogwarts', 'godric', 'gryffindor', 'salazar', 'slytherin', 'helena', 'ravenclaw', 'helga', 'hufflepuff']","['which', 'be']",which,20,2,MCQ,text
615,1141,"Which of these books covers ancient runes: Spellman’s Syllabery, Divination Today, A Brief History of Muggles, or Hogwarts: A History?",Spellman's Syllabery,"['which', 'book', 'cover', 'ancient', 'rune', 'spellman', 'syllabery', 'divination', 'today', 'brief', 'history', 'muggles', 'hogwarts']","['spellman', 'syllabery']","['which', 'book', 'cover', 'ancient', 'rune', 'spellman', 'syllabery', 'divination', 'today', 'brief', 'history', 'muggles', 'hogwarts']",['which'],which,21,3,MCQ,text
616,1142,"An intended transformation is directly influenced by which of the following: Emotion, Time of Day, Concentration, or Wand Length?",Concentration,"['intended', 'transformation', 'be', 'directly', 'influence', 'which', 'following', 'emotion', 'time', 'day', 'concentration', 'wand', 'length']",['concentration'],"['intended', 'transformation', 'be', 'directly', 'influence', 'which', 'following', 'emotion', 'time', 'day', 'concentration', 'wand', 'length']","['be', 'which']",which,19,1,MCQ,text
617,1143,"Which of these tasks can NOT be aided by a Vanishing Spell: Cleaning a room, Hiding evidence, Dancing, or Emptying a cauldron?",Dancing,"['which', 'task', 'can', 'be', 'aid', 'vanishing', 'spell', 'clean', 'room', 'hide', 'evidence', 'dancing', 'empty', 'cauldron']",['dance'],"['which', 'task', 'can', 'be', 'aid', 'vanishing', 'spell', 'clean', 'room', 'hide', 'evidence', 'dancing', 'empty', 'cauldron', 'dance']","['which', 'can', 'be']",which,22,1,MCQ,text
618,1144,"Which of the following books was NOT written by Rita Skeeter: The Life and Lies of Albus Dumbledore, Armando Dippet: Master or Moron?, Easy Spells to Fool Muggles, or Snape: Scoundrel or Saint?",Easy Spells to fool Muggles,"['which', 'following', 'book', 'be', 'write', 'rita', 'skeeter', 'life', 'lie', 'albus', 'dumbledore', 'armando', 'dippet', 'master', 'moron', 'easy', 'spell', 'fool', 'muggles', 'snape', 'scoundrel', 'saint']","['easy', 'spell', 'fool', 'muggles']","['which', 'following', 'book', 'be', 'write', 'rita', 'skeeter', 'life', 'lie', 'albus', 'dumbledore', 'armando', 'dippet', 'master', 'moron', 'easy', 'spell', 'fool', 'muggles', 'snape', 'scoundrel', 'saint']","['which', 'be']",which,33,5,MCQ,text
619,1145,"What is the primary effect of Wiggenweld Potion: Inducing euphoria, Inducing luck, Healing injuries, or Shrinking a target",Healing injuries,"['what', 'be', 'primary', 'effect', 'wiggenweld', 'potion', 'induce', 'euphoria', 'luck', 'heal', 'injury', 'shrink', 'target']","['heal', 'injury']","['what', 'be', 'primary', 'effect', 'wiggenweld', 'potion', 'induce', 'euphoria', 'luck', 'heal', 'injury', 'shrink', 'target']","['what', 'be']",what,18,2,MCQ,text
620,1146,"Which of these is an ingredient in Polyjuice Potion: Powdered Bicorn Horn, Mandrake Root, Moonstone, or Phoenix Feather?",Powdered Bicorn Horn,"['which', 'be', 'ingredient', 'polyjuice', 'potion', 'powder', 'bicorn', 'horn', 'mandrake', 'root', 'moonstone', 'phoenix', 'feather']","['powder', 'bicorn', 'horn']","['which', 'be', 'ingredient', 'polyjuice', 'potion', 'powder', 'bicorn', 'horn', 'mandrake', 'root', 'moonstone', 'phoenix', 'feather']","['which', 'be']",which,18,3,MCQ,text
621,1147,"Which of these is a Wiggenweld potion ingredient from the sea: Gillyweed, Kelp, Lionfish Spine, or Mandrake Root?",Lionfish Spine,"['which', 'be', 'wiggenweld', 'potion', 'ingredient', 'sea', 'gillyweed', 'kelp', 'lionfish', 'spine', 'mandrake', 'root']","['lionfish', 'spine']","['which', 'be', 'wiggenweld', 'potion', 'ingredient', 'sea', 'gillyweed', 'kelp', 'lionfish', 'spine', 'mandrake', 'root']","['which', 'be']",which,18,2,MCQ,text
622,1148,"Which of the following transformations would be considered the easiest due to the similarity in form between the two objects: Human to Ferret, Teapot to Tortoise, Desk to Pig, or Porcupine to Pincushion?",Porcupine to Pincushion,"['which', 'following', 'transformation', 'would', 'be', 'consider', 'easy', 'due', 'similarity', 'form', 'two', 'object', 'human', 'ferret', 'teapot', 'tortoise', 'desk', 'pig', 'porcupine', 'pincushion']","['porcupine', 'pincushion']","['which', 'following', 'transformation', 'would', 'be', 'consider', 'easy', 'due', 'similarity', 'form', 'two', 'object', 'human', 'ferret', 'teapot', 'tortoise', 'desk', 'pig', 'porcupine', 'pincushion']","['which', 'would', 'be']",which,33,3,MCQ,text
623,1149,"In which of these scenarios would you use the spell Cistem Aperio: Mending a Broken Object, Summoning an Object, Blasting Open a Locked Trunk, or Unlocking a Door?",Blasting Open a Locked Trunk,"['which', 'scenario', 'would', 'use', 'spell', 'cistem', 'aperio', 'mend', 'broken', 'object', 'summon', 'blasting', 'open', 'locked', 'trunk', 'unlock', 'door']","['blast', 'open', 'locked', 'trunk']","['which', 'scenario', 'would', 'use', 'spell', 'cistem', 'aperio', 'mend', 'broken', 'object', 'summon', 'blasting', 'open', 'locked', 'trunk', 'unlock', 'door', 'blast']","['which', 'would']",which,28,5,MCQ,text
624,1150,"Which of the following reptile's blood is used for Wiggenweld Potion: Powdered Dragon Horn, Basilisk Venom, Salamander, or Newt Spleen?",Salamander,"['which', 'follow', 'reptile', 'blood', 'be', 'use', 'wiggenweld', 'potion', 'powder', 'dragon', 'horn', 'basilisk', 'venom', 'salamander', 'newt', 'spleen']",['salamander'],"['which', 'follow', 'reptile', 'blood', 'be', 'use', 'wiggenweld', 'potion', 'powder', 'dragon', 'horn', 'basilisk', 'venom', 'salamander', 'newt', 'spleen']","['which', 'be']",which,21,1,MCQ,text
625,1151,"Which of the following is NOT another name for Belladonna: Death’s Herb, Devil’s Berries, Flitterbloom, Atropa Belladonna?",Flitterbloom,"['which', 'following', 'be', 'another', 'name', 'belladonna', 'death', 'herb', 'devil', 'berry', 'flitterbloom', 'atropa']",['flitterbloom'],"['which', 'following', 'be', 'another', 'name', 'belladonna', 'death', 'herb', 'devil', 'berry', 'flitterbloom', 'atropa']","['which', 'be', 'name']",which,19,1,MCQ,text
626,1152,"Which of these is not a species of dragon: Hungarian Horntail, Chinese Fireball, Finnish Flamethrower, or Swedish Short-Snout?",Finnish Flamethrower,"['which', 'be', 'specie', 'dragon', 'hungarian', 'horntail', 'chinese', 'fireball', 'finnish', 'flamethrower', 'swedish', 'short', 'snout']","['finnish', 'flamethrower']","['which', 'be', 'specie', 'dragon', 'hungarian', 'horntail', 'chinese', 'fireball', 'finnish', 'flamethrower', 'swedish', 'short', 'snout']","['which', 'be']",which,19,2,MCQ,text
627,1153,"Which of the following creatures eat fairy eggs: Bowtruckles, Nifflers, Cornish Pixies, or Grindylows?",Bowtruckles,"['which', 'following', 'creature', 'eat', 'fairy', 'egg', 'bowtruckles', 'nifflers', 'cornish', 'pixy', 'grindylows']",['bowtruckles'],"['which', 'following', 'creature', 'eat', 'fairy', 'egg', 'bowtruckles', 'nifflers', 'cornish', 'pixy', 'grindylows']",['which'],which,14,1,MCQ,text
628,1154,"Which of the following Charms did students learn in their first year at Hogwarts: Levitation Charm (Wingardium Leviosa), Knockback Jinx (Flipendo), Disarming Charm (Expelliarmus), or Stunning Spell (Stupefy)",Levitation Charm (Wingardium Leviosa),"['which', 'following', 'charm', 'do', 'student', 'learn', 'first', 'year', 'hogwarts', 'levitation', 'wingardium', 'leviosa', 'knockback', 'jinx', 'flipendo', 'disarm', 'expelliarmus', 'stun', 'spell', 'stupefy']","['levitation', 'charm', 'wingardium', 'leviosa']","['which', 'following', 'charm', 'do', 'student', 'learn', 'first', 'year', 'hogwarts', 'levitation', 'wingardium', 'leviosa', 'knockback', 'jinx', 'flipendo', 'disarm', 'expelliarmus', 'stun', 'spell', 'stupefy']","['which', 'do']",which,28,4,MCQ,text
629,1155,"Which of these factors does NOT affect Transfiguration: Concentration, Wand Power, Hue, or Viciousness of Intent?",Hue,"['which', 'factor', 'do', 'affect', 'transfiguration', 'concentration', 'wand', 'power', 'hue', 'viciousness', 'intent']",['hue'],"['which', 'factor', 'do', 'affect', 'transfiguration', 'concentration', 'wand', 'power', 'hue', 'viciousness', 'intent']","['which', 'do']",which,16,1,MCQ,text
630,1156,"Which of these beings does not live on the Hogwarts grounds: House-elves, Ghosts, Goblins, or Centaurs?",Goblins,"['which', 'do', 'live', 'hogwarts', 'ground', 'house', 'elves', 'ghost', 'goblin', 'centaur']",['goblin'],"['which', 'do', 'live', 'hogwarts', 'ground', 'house', 'elves', 'ghost', 'goblin', 'centaur']","['which', 'do']",which,17,1,MCQ,text
631,1157,"Which of the following is NOT an ingredient in the Antidote to Common Poisons: Red Myrrh, Valerian Root, Sopophorous Bean, or Knotgrass?",Red Myrrh,"['which', 'following', 'be', 'ingredient', 'antidote', 'common', 'poison', 'red', 'myrrh', 'valerian', 'root', 'sopophorous', 'bean', 'knotgrass']","['red', 'myrrh']","['which', 'following', 'be', 'ingredient', 'antidote', 'common', 'poison', 'red', 'myrrh', 'valerian', 'root', 'sopophorous', 'bean', 'knotgrass']","['which', 'be']",which,22,2,MCQ,text
632,1158,"Which of these plants has healing properties?Which of these plants has healing properties: Dittany, Mandrake, Devil's Snare, or Wolfsbane?",Dittany,"['which', 'plant', 'have', 'heal', 'property', 'dittany', 'mandrake', 'devil', 'snare', 'wolfsbane']",['dittany'],"['which', 'plant', 'have', 'heal', 'property', 'dittany', 'mandrake', 'devil', 'snare', 'wolfsbane']","['which', 'have']",which,21,1,MCQ,text
633,1159,"Which of these plants doesn't bite: Fanged Geranium, Venomous Tentacula, Whomping Willow, or Mandrake?",Whomping Willow,"['which', 'plant', 'bite', 'fanged', 'geranium', 'venomous', 'tentacula', 'whomp', 'willow', 'mandrake']","['whomp', 'willow']","['which', 'plant', 'bite', 'fanged', 'geranium', 'venomous', 'tentacula', 'whomp', 'willow', 'mandrake']",['which'],which,15,2,MCQ,text
634,1160,"Which of these plants is classified by the Ministry of Magic as a Class C Non-Tradeable Substance: Mandrake, Devil's Snare, Venomous Tentacula, or Alihotsy?",Venomous Tentacula,"['which', 'plant', 'be', 'classify', 'ministry', 'magic', 'class', 'non', 'tradeable', 'substance', 'mandrake', 'devil', 'snare', 'venomous', 'tentacula', 'alihotsy']","['venomous', 'tentacula']","['which', 'plant', 'be', 'classify', 'ministry', 'magic', 'class', 'non', 'tradeable', 'substance', 'mandrake', 'devil', 'snare', 'venomous', 'tentacula', 'alihotsy']","['which', 'be']",which,26,2,MCQ,text
635,1161,"An Infusion of Wormwood is NOT an ingredient in which of these potions: Draught of Living Death, Elixir to Induce Euphoria, Beautification Potion, or Draught of Peace?",Beautification Potion,"['infusion', 'wormwood', 'be', 'ingredient', 'which', 'potion', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'beautification', 'peace']","['beautification', 'potion']","['infusion', 'wormwood', 'be', 'ingredient', 'which', 'potion', 'draught', 'live', 'death', 'elixir', 'induce', 'euphoria', 'beautification', 'peace']","['be', 'which']",which,27,2,MCQ,text
636,1162,"Which of these spells does NOT make something smaller: Reducto, Engorgio, Reducio, or Shrinking Charm?",Engorgio,"['which', 'spell', 'do', 'make', 'something', 'small', 'reducto', 'engorgio', 'reducio', 'shrink', 'charm']",['engorgio'],"['which', 'spell', 'do', 'make', 'something', 'small', 'reducto', 'engorgio', 'reducio', 'shrink', 'charm']","['which', 'do']",which,15,1,MCQ,text
637,1163,"Which of these is not a type of concealment charm: Disillusionment Charm, Fidelius Charm, Confundus Charm, or Muffliato Charm?",Confundus Charm,"['which', 'be', 'type', 'concealment', 'charm', 'disillusionment', 'fidelius', 'confundus', 'muffliato']","['confundus', 'charm']","['which', 'be', 'type', 'concealment', 'charm', 'disillusionment', 'fidelius', 'confundus', 'muffliato']","['which', 'be']",which,19,2,MCQ,text
638,1164,"Regerminating Potions work wonders on which of the following: Dead plants, Cracked cauldrons, Magical wounds, or Burnt-out wands?",Dead plants.,"['regerminating', 'potion', 'work', 'wonder', 'which', 'following', 'dead', 'plant', 'crack', 'cauldron', 'magical', 'wound', 'burn', 'wand']","['dead', 'plant']","['regerminating', 'potion', 'work', 'wonder', 'which', 'following', 'dead', 'plant', 'crack', 'cauldron', 'magical', 'wound', 'burn', 'wand']",['which'],which,19,2,MCQ,text
639,1165,"In which of these scenarios would you use the Muffliato Charm: Whispering in the library without being overheard, Disarming an opponent mid-duel, Crossing a magically sealed threshold, or Reading hidden text in an enchanted book?",Whispering in the library without being overheard,"['which', 'scenario', 'would', 'use', 'muffliato', 'charm', 'whispering', 'library', 'without', 'be', 'overheard', 'disarm', 'opponent', 'mid', 'duel', 'cross', 'magically', 'seal', 'threshold', 'read', 'hidden', 'text', 'enchanted', 'book']","['whisper', 'library', 'without', 'be', 'overheard']","['which', 'scenario', 'would', 'use', 'muffliato', 'charm', 'whispering', 'library', 'without', 'be', 'overheard', 'disarm', 'opponent', 'mid', 'duel', 'cross', 'magically', 'seal', 'threshold', 'read', 'hidden', 'text', 'enchanted', 'book', 'whisper']","['which', 'would', 'be']",which,36,7,MCQ,text
640,1166,"According to Quidditch Through the Ages, how many possible fouls are there in the game of Quidditch: 150, 325, 700, or 950?",700,"['accord', 'quidditch', 'age', 'how', 'many', 'possible', 'foul', 'be', 'game', '150', '325', '700', '950']",['700'],"['accord', 'quidditch', 'age', 'how', 'many', 'possible', 'foul', 'be', 'game', '150', '325', '700', '950']","['how', 'be']",how,22,1,MCQ,numeric
641,1167,"In Harry Potter and the Philosopher's Stone, how many challenges or obstacles protected the Philosopher's Stone: 3, 5, 7, or 10?",7,"['harry', 'potter', 'philosopher', 'stone', 'how', 'many', 'challenge', 'obstacle', 'protect', '10']",[],"['harry', 'potter', 'philosopher', 'stone', 'how', 'many', 'challenge', 'obstacle', 'protect', '10']",['how'],how,23,1,MCQ,numeric
642,1168,"In wizarding currency, how many Knuts are there in one Sickle: 17, 25, 29, or 31?",29,"['wizarding', 'currency', 'how', 'many', 'knut', 'be', 'one', 'sickle', '17', '25', '29', '31']",['29'],"['wizarding', 'currency', 'how', 'many', 'knut', 'be', 'one', 'sickle', '17', '25', '29', '31']","['how', 'be']",how,16,1,MCQ,numeric
643,1169,"Albus Dumbledore is famous for discovering how many uses of dragon's blood: 7, 10, 12, or 15?",12,"['albus', 'dumbledore', 'be', 'famous', 'discover', 'how', 'many', 'us', 'dragon', 'blood', '10', '12', '15']",['12'],"['albus', 'dumbledore', 'be', 'famous', 'discover', 'how', 'many', 'us', 'dragon', 'blood', '10', '12', '15']","['be', 'how']",how,18,1,MCQ,numeric
644,1170,"What was the number of the high-security Gringotts vault where the Philosopher's Stone was kept: 687, 711, 713, or 717?",713,"['what', 'be', 'number', 'high', 'security', 'gringotts', 'vault', 'where', 'philosopher', 'stone', 'keep', '687', '711', '713', '717']",['713'],"['what', 'be', 'number', 'high', 'security', 'gringotts', 'vault', 'where', 'philosopher', 'stone', 'keep', '687', '711', '713', '717']","['what', 'be', 'where']",what,22,1,MCQ,numeric
645,1171,"How many O.W.L. (Ordinary Wizarding Level) exams did Harry Potter pass: 5, 7, 9, or 10?",7,"['how', 'many', 'ordinary', 'wizarding', 'level', 'exam', 'do', 'harry', 'potter', 'pas', '10']",[],"['how', 'many', 'ordinary', 'wizarding', 'level', 'exam', 'do', 'harry', 'potter', 'pas', '10']","['how', 'do']",how,18,1,MCQ,numeric
646,1172,What type of cursed creature dragged Regulus Black to his death in the horcrux cave?,Inferi,"['what', 'type', 'cursed', 'creature', 'drag', 'regulus', 'black', 'death', 'horcrux', 'cave']",['inferi'],"['what', 'type', 'cursed', 'creature', 'drag', 'regulus', 'black', 'death', 'horcrux', 'cave', 'inferi']",['what'],what,15,1,FR,text
647,1173,At what age can you earn your Apparition license?,17,"['what', 'age', 'can', 'earn', 'apparition', 'license']",['17'],"['what', 'age', 'can', 'earn', 'apparition', 'license', '17']","['what', 'can']",what,9,1,FR,numeric
648,1174,What is Professor Snape’s Patronus?,A doe,"['what', 'be', 'professor', 'snape', 'patronus']",['doe'],"['what', 'be', 'professor', 'snape', 'patronus', 'doe']","['what', 'be']",what,6,2,FR,text
